src_mac,dst_mac,src_ip,dst_ip,protocol,timestamp,label
02:00:00:06:fa:ea,02:00:00:15:5b:d3,10.0.0.43,10.0.0.2,6,2025-05-03T11:35:14.003083,normal
02:00:00:79:53:50,02:00:00:24:be:2e,10.0.0.9,10.0.0.2,6,2025-05-03T11:35:14.003595,normal
02:00:00:5a:c7:66,02:00:00:e3:91:65,10.0.0.74,10.0.0.2,6,2025-05-03T11:35:14.004119,normal
02:00:00:e9:c7:40,02:00:00:38:8e:b2,10.0.0.41,10.0.0.2,6,2025-05-03T11:35:14.004598,normal
02:00:00:7b:34:fe,02:00:00:d1:45:e5,10.0.0.58,10.0.0.2,6,2025-05-03T11:35:14.005731,normal
02:00:00:b2:b6:f9,02:00:00:4b:be:c0,10.0.0.81,10.0.0.2,6,2025-05-03T11:35:14.006264,normal
02:00:00:c3:a6:c5,02:00:00:67:79:36,10.0.0.74,10.0.0.2,6,2025-05-03T11:35:14.007510,normal
02:00:00:e7:6e:78,02:00:00:94:ea:8f,10.0.0.60,10.0.0.2,6,2025-05-03T11:35:14.008468,normal
02:00:00:a7:7f:05,02:00:00:57:3e:9c,10.0.0.38,10.0.0.2,6,2025-05-03T11:35:14.009142,normal
02:00:00:1b:0a:b4,02:00:00:9a:d3:a7,10.0.0.96,10.0.0.2,6,2025-05-03T11:35:14.009683,normal
02:00:00:7b:be:e8,02:00:00:ec:1a:f1,10.0.0.65,10.0.0.2,6,2025-05-03T11:35:14.010212,normal
02:00:00:a8:49:3a,02:00:00:fd:67:b8,10.0.0.63,10.0.0.2,6,2025-05-03T11:35:14.010789,normal
02:00:00:b4:29:fa,02:00:00:3e:84:35,10.0.0.29,10.0.0.2,6,2025-05-03T11:35:14.011307,normal
02:00:00:29:ad:ed,02:00:00:3b:02:50,10.0.0.56,10.0.0.2,6,2025-05-03T11:35:14.011795,normal
02:00:00:22:5f:6a,02:00:00:a2:a1:90,10.0.0.46,10.0.0.2,6,2025-05-03T11:35:14.012293,normal
02:00:00:4d:7b:83,02:00:00:45:3c:94,10.0.0.58,10.0.0.2,6,2025-05-03T11:35:14.012816,normal
02:00:00:90:3e:30,02:00:00:62:84:3f,10.0.0.44,10.0.0.2,6,2025-05-03T11:35:14.013318,normal
02:00:00:37:3a:77,02:00:00:14:ea:6c,10.0.0.47,10.0.0.2,6,2025-05-03T11:35:14.013887,normal
02:00:00:55:be:83,02:00:00:c5:bc:8e,10.0.0.71,10.0.0.2,6,2025-05-03T11:35:14.014387,normal
02:00:00:27:c7:27,02:00:00:17:43:6f,10.0.0.92,10.0.0.2,6,2025-05-03T11:35:14.014941,normal
02:00:00:c3:ca:49,02:00:00:5d:4b:e8,10.0.0.57,10.0.0.2,6,2025-05-03T11:35:14.015518,normal
02:00:00:89:19:9c,02:00:00:bf:b9:f7,10.0.0.9,10.0.0.2,6,2025-05-03T11:35:14.016064,normal
02:00:00:ca:e3:12,02:00:00:7c:3f:e7,10.0.0.60,10.0.0.2,6,2025-05-03T11:35:14.016551,normal
02:00:00:e7:d0:31,02:00:00:76:ef:cc,10.0.0.75,10.0.0.2,6,2025-05-03T11:35:14.017106,normal
02:00:00:57:ae:3b,02:00:00:2c:fe:16,10.0.0.42,10.0.0.2,6,2025-05-03T11:35:14.017623,normal
02:00:00:df:34:58,02:00:00:aa:3a:cd,10.0.0.84,10.0.0.2,6,2025-05-03T11:35:14.018165,normal
02:00:00:ee:9c:7b,02:00:00:19:48:20,10.0.0.17,10.0.0.2,6,2025-05-03T11:35:14.018691,normal
02:00:00:39:79:51,02:00:00:6c:e1:d8,10.0.0.7,10.0.0.2,6,2025-05-03T11:35:14.019266,normal
02:00:00:1f:eb:9a,02:00:00:05:26:ae,10.0.0.53,10.0.0.2,6,2025-05-03T11:35:14.019792,normal
02:00:00:d5:70:e6,02:00:00:0f:9c:a5,10.0.0.45,10.0.0.2,6,2025-05-03T11:35:14.020312,normal
02:00:00:5e:80:ed,02:00:00:53:1b:da,10.0.0.34,10.0.0.2,6,2025-05-03T11:35:14.020828,normal
02:00:00:03:4e:48,02:00:00:5a:5d:16,10.0.0.94,10.0.0.2,6,2025-05-03T11:35:14.021317,normal
02:00:00:e3:1b:d2,02:00:00:1c:0c:9f,10.0.0.59,10.0.0.2,6,2025-05-03T11:35:14.021870,normal
02:00:00:4b:78:d0,02:00:00:3f:62:15,10.0.0.3,10.0.0.2,6,2025-05-03T11:35:14.022722,normal
02:00:00:f6:28:8b,02:00:00:be:e6:2a,10.0.0.61,10.0.0.2,6,2025-05-03T11:35:14.023256,normal
02:00:00:d7:70:f3,02:00:00:28:24:28,10.0.0.26,10.0.0.2,6,2025-05-03T11:35:14.023812,normal
02:00:00:d1:8a:cd,02:00:00:06:08:2f,10.0.0.56,10.0.0.2,6,2025-05-03T11:35:14.024319,normal
02:00:00:95:5f:29,02:00:00:3f:49:d0,10.0.0.78,10.0.0.2,6,2025-05-03T11:35:14.024847,normal
02:00:00:d5:e4:09,02:00:00:a8:c0:1e,10.0.0.75,10.0.0.2,6,2025-05-03T11:35:14.025357,normal
02:00:00:c8:d4:3d,02:00:00:43:c1:74,10.0.0.27,10.0.0.2,6,2025-05-03T11:35:14.025882,normal
02:00:00:06:a3:ed,02:00:00:28:56:2e,10.0.0.40,10.0.0.2,6,2025-05-03T11:35:14.026397,normal
02:00:00:95:b7:88,02:00:00:28:5f:07,10.0.0.15,10.0.0.2,6,2025-05-03T11:35:14.026931,normal
02:00:00:94:a3:4b,02:00:00:2e:64:5f,10.0.0.99,10.0.0.2,6,2025-05-03T11:35:14.027563,normal
02:00:00:87:fe:9f,02:00:00:82:a4:e7,10.0.0.34,10.0.0.2,6,2025-05-03T11:35:14.028068,normal
02:00:00:ea:2a:ac,02:00:00:bf:b9:5e,10.0.0.76,10.0.0.2,6,2025-05-03T11:35:14.028566,normal
02:00:00:31:f8:fa,02:00:00:9a:a3:fc,10.0.0.19,10.0.0.2,6,2025-05-03T11:35:14.029110,normal
02:00:00:9f:ae:71,02:00:00:67:09:22,10.0.0.35,10.0.0.2,6,2025-05-03T11:35:14.029615,normal
02:00:00:4c:ce:2c,02:00:00:8b:61:e6,10.0.0.10,10.0.0.2,6,2025-05-03T11:35:14.030147,normal
02:00:00:68:00:d9,02:00:00:40:36:1b,10.0.0.46,10.0.0.2,6,2025-05-03T11:35:14.030667,normal
02:00:00:76:a1:67,02:00:00:87:e2:4e,10.0.0.48,10.0.0.2,6,2025-05-03T11:35:14.031225,normal
02:00:00:8e:75:b8,02:00:00:08:3d:03,10.0.0.64,10.0.0.2,6,2025-05-03T11:35:14.031742,normal
02:00:00:e7:d7:53,02:00:00:ac:b9:2a,10.0.0.59,10.0.0.2,6,2025-05-03T11:35:14.032268,normal
02:00:00:e2:02:38,02:00:00:3a:4b:fa,10.0.0.90,10.0.0.2,6,2025-05-03T11:35:14.032809,normal
02:00:00:41:b3:a3,02:00:00:2f:34:55,10.0.0.70,10.0.0.2,6,2025-05-03T11:35:14.033317,normal
02:00:00:e2:7f:93,02:00:00:07:f6:6d,10.0.0.77,10.0.0.2,6,2025-05-03T11:35:14.033893,normal
02:00:00:03:be:76,02:00:00:19:be:2c,10.0.0.55,10.0.0.2,6,2025-05-03T11:35:14.034404,normal
02:00:00:8a:d6:6a,02:00:00:7d:22:52,10.0.0.97,10.0.0.2,6,2025-05-03T11:35:14.034935,normal
02:00:00:b5:18:26,02:00:00:90:af:dc,10.0.0.33,10.0.0.2,6,2025-05-03T11:35:14.035453,normal
02:00:00:9c:59:8d,02:00:00:5f:81:14,10.0.0.70,10.0.0.2,6,2025-05-03T11:35:14.036361,normal
02:00:00:ae:c1:e6,02:00:00:a2:0f:a1,10.0.0.78,10.0.0.2,6,2025-05-03T11:35:14.036945,normal
02:00:00:76:89:a3,02:00:00:c8:8a:ea,10.0.0.52,10.0.0.2,6,2025-05-03T11:35:14.037395,normal
02:00:00:fd:83:5f,02:00:00:c5:c5:a6,10.0.0.14,10.0.0.2,6,2025-05-03T11:35:14.037937,normal
02:00:00:b5:a0:f3,02:00:00:b0:94:96,10.0.0.12,10.0.0.2,6,2025-05-03T11:35:14.038447,normal
02:00:00:a2:e9:e3,02:00:00:3a:61:87,10.0.0.87,10.0.0.2,6,2025-05-03T11:35:14.038989,normal
02:00:00:50:31:54,02:00:00:17:93:b6,10.0.0.76,10.0.0.2,6,2025-05-03T11:35:14.039495,normal
02:00:00:4e:0f:ff,02:00:00:79:a6:53,10.0.0.44,10.0.0.2,6,2025-05-03T11:35:14.040028,normal
02:00:00:f6:bf:be,02:00:00:2f:05:88,10.0.0.98,10.0.0.2,6,2025-05-03T11:35:14.040539,normal
02:00:00:9a:29:c8,02:00:00:d3:c9:9b,10.0.0.68,10.0.0.2,6,2025-05-03T11:35:14.041112,normal
02:00:00:26:1c:1c,02:00:00:48:1b:f7,10.0.0.19,10.0.0.2,6,2025-05-03T11:35:14.041618,normal
02:00:00:f9:9e:9a,02:00:00:1e:cc:aa,10.0.0.39,10.0.0.2,6,2025-05-03T11:35:14.046861,normal
02:00:00:bd:e7:43,02:00:00:02:6b:02,10.0.0.88,10.0.0.2,6,2025-05-03T11:35:14.047376,normal
02:00:00:6a:0c:5e,02:00:00:45:23:1f,10.0.0.80,10.0.0.2,6,2025-05-03T11:35:14.047885,normal
02:00:00:bc:d5:b7,02:00:00:fb:6a:67,10.0.0.78,10.0.0.2,6,2025-05-03T11:35:14.048387,normal
02:00:00:0e:40:65,02:00:00:dd:d9:90,10.0.0.93,10.0.0.2,6,2025-05-03T11:35:14.048897,normal
02:00:00:4a:05:53,02:00:00:2f:aa:99,10.0.0.38,10.0.0.2,6,2025-05-03T11:35:14.049373,normal
02:00:00:a6:26:28,02:00:00:4b:d7:ab,10.0.0.32,10.0.0.2,6,2025-05-03T11:35:14.049930,normal
02:00:00:2e:f3:96,02:00:00:f2:8a:f8,10.0.0.4,10.0.0.2,6,2025-05-03T11:35:14.050438,normal
02:00:00:4a:25:2a,02:00:00:85:d2:6d,10.0.0.14,10.0.0.2,6,2025-05-03T11:35:14.050960,normal
02:00:00:52:e7:63,02:00:00:a1:94:fa,10.0.0.38,10.0.0.2,6,2025-05-03T11:35:14.051466,normal
02:00:00:eb:60:53,02:00:00:0b:3f:75,10.0.0.9,10.0.0.2,6,2025-05-03T11:35:14.052003,normal
02:00:00:f2:12:ba,02:00:00:54:57:f6,10.0.0.78,10.0.0.2,6,2025-05-03T11:35:14.052500,normal
02:00:00:ee:42:c9,02:00:00:3b:10:5a,10.0.0.28,10.0.0.2,6,2025-05-03T11:35:14.053100,normal
02:00:00:05:56:c5,02:00:00:10:1c:3e,10.0.0.3,10.0.0.2,6,2025-05-03T11:35:14.053631,normal
02:00:00:5e:51:b2,02:00:00:cb:a2:a8,10.0.0.50,10.0.0.2,6,2025-05-03T11:35:14.064281,normal
02:00:00:91:99:8d,02:00:00:56:a3:56,10.0.0.7,10.0.0.2,6,2025-05-03T11:35:14.065217,normal
02:00:00:76:32:41,02:00:00:74:79:cd,10.0.0.79,10.0.0.2,6,2025-05-03T11:35:14.065772,normal
02:00:00:58:b2:eb,02:00:00:70:07:5b,10.0.0.45,10.0.0.2,6,2025-05-03T11:35:14.066355,normal
02:00:00:a7:cc:d7,02:00:00:d8:b3:d0,10.0.0.42,10.0.0.2,6,2025-05-03T11:35:14.066832,normal
02:00:00:db:a5:21,02:00:00:48:f2:dd,10.0.0.3,10.0.0.2,6,2025-05-03T11:35:14.067301,normal
02:00:00:65:1d:d7,02:00:00:03:1e:3f,10.0.0.25,10.0.0.2,6,2025-05-03T11:35:14.067797,normal
02:00:00:71:f4:ce,02:00:00:bc:8e:28,10.0.0.44,10.0.0.2,6,2025-05-03T11:35:14.068301,normal
02:00:00:52:9b:83,02:00:00:58:ab:9a,10.0.0.47,10.0.0.2,6,2025-05-03T11:35:14.068812,normal
02:00:00:18:29:cc,02:00:00:49:9a:14,10.0.0.93,10.0.0.2,6,2025-05-03T11:35:14.069289,normal
02:00:00:1e:ae:94,02:00:00:94:9f:cd,10.0.0.64,10.0.0.2,6,2025-05-03T11:35:14.069832,normal
02:00:00:1b:fc:c0,02:00:00:30:42:ab,10.0.0.38,10.0.0.2,6,2025-05-03T11:35:14.070339,normal
02:00:00:41:c1:9e,02:00:00:8c:d6:24,10.0.0.21,10.0.0.2,6,2025-05-03T11:35:14.070869,normal
02:00:00:e9:e4:be,02:00:00:d4:33:7f,10.0.0.77,10.0.0.2,6,2025-05-03T11:35:14.071383,normal
02:00:00:2c:1e:21,02:00:00:59:3b:5a,10.0.0.34,10.0.0.2,6,2025-05-03T11:35:14.071907,normal
02:00:00:9c:3e:3a,02:00:00:e2:2c:1b,10.0.0.95,10.0.0.2,6,2025-05-03T11:35:14.072412,normal
02:00:00:10:8e:88,02:00:00:ef:51:c4,10.0.0.38,10.0.0.2,6,2025-05-03T11:35:14.073002,normal
02:00:00:ac:4a:6a,02:00:00:b1:a8:13,10.0.0.72,10.0.0.2,6,2025-05-03T11:35:14.073531,normal
02:00:00:7a:51:ac,02:00:00:99:89:ac,10.0.0.84,10.0.0.2,6,2025-05-03T11:35:14.074024,normal
02:00:00:12:fe:4e,02:00:00:25:4a:79,10.0.0.49,10.0.0.2,6,2025-05-03T11:35:14.074500,normal
02:00:00:c3:65:bd,02:00:00:ad:6c:15,10.0.0.19,10.0.0.2,6,2025-05-03T11:35:14.075020,normal
02:00:00:6f:e2:91,02:00:00:33:37:67,10.0.0.61,10.0.0.2,6,2025-05-03T11:35:14.075521,normal
02:00:00:ab:40:d9,02:00:00:d5:0f:b0,10.0.0.59,10.0.0.2,6,2025-05-03T11:35:14.076037,normal
02:00:00:4b:74:96,02:00:00:f0:0c:bc,10.0.0.1,10.0.0.2,6,2025-05-03T11:35:14.076516,normal
02:00:00:81:0b:bd,02:00:00:1b:82:52,10.0.0.33,10.0.0.2,6,2025-05-03T11:35:14.077073,normal
02:00:00:0a:dd:98,02:00:00:6d:ae:f5,10.0.0.3,10.0.0.2,6,2025-05-03T11:35:14.077569,normal
02:00:00:42:cc:d9,02:00:00:42:a2:47,10.0.0.43,10.0.0.2,6,2025-05-03T11:35:14.078453,normal
02:00:00:87:af:7e,02:00:00:f1:dd:b5,10.0.0.70,10.0.0.2,6,2025-05-03T11:35:14.079023,normal
02:00:00:c8:65:92,02:00:00:a1:4b:f3,10.0.0.76,10.0.0.2,6,2025-05-03T11:35:14.079543,normal
02:00:00:d6:2a:26,02:00:00:e8:4d:fd,10.0.0.93,10.0.0.2,6,2025-05-03T11:35:14.080072,normal
02:00:00:49:57:0d,02:00:00:cb:da:81,10.0.0.14,10.0.0.2,6,2025-05-03T11:35:14.080561,normal
02:00:00:37:8a:3c,02:00:00:03:cb:b0,10.0.0.4,10.0.0.2,6,2025-05-03T11:35:14.081050,normal
02:00:00:87:01:7d,02:00:00:33:7d:ed,10.0.0.5,10.0.0.2,6,2025-05-03T11:35:14.081521,normal
02:00:00:d5:57:3f,02:00:00:7b:70:73,10.0.0.9,10.0.0.2,6,2025-05-03T11:35:14.082261,normal
02:00:00:5e:1a:c2,02:00:00:da:a2:95,10.0.0.83,10.0.0.2,6,2025-05-03T11:35:14.082885,normal
02:00:00:d6:f6:ce,02:00:00:f3:81:87,10.0.0.3,10.0.0.2,6,2025-05-03T11:35:14.083391,normal
02:00:00:e8:f7:a8,02:00:00:0a:a8:f6,10.0.0.23,10.0.0.2,6,2025-05-03T11:35:14.083963,normal
02:00:00:df:89:ee,02:00:00:51:4b:74,10.0.0.63,10.0.0.2,6,2025-05-03T11:35:14.084490,normal
02:00:00:e4:35:db,02:00:00:fb:e6:36,10.0.0.76,10.0.0.2,6,2025-05-03T11:35:14.085066,normal
02:00:00:46:83:1e,02:00:00:ee:4b:6f,10.0.0.2,10.0.0.2,6,2025-05-03T11:35:14.085551,normal
02:00:00:3b:22:a0,02:00:00:4e:0c:e2,10.0.0.17,10.0.0.2,6,2025-05-03T11:35:14.086090,normal
02:00:00:92:6c:ba,02:00:00:d9:d4:c6,10.0.0.25,10.0.0.2,6,2025-05-03T11:35:14.086594,normal
02:00:00:c8:c2:df,02:00:00:17:0c:27,10.0.0.71,10.0.0.2,6,2025-05-03T11:35:14.087151,normal
02:00:00:3b:1a:46,02:00:00:31:58:50,10.0.0.34,10.0.0.2,6,2025-05-03T11:35:14.087671,normal
02:00:00:48:84:5c,02:00:00:0b:6e:20,10.0.0.27,10.0.0.2,6,2025-05-03T11:35:14.088178,normal
02:00:00:11:59:52,02:00:00:7e:53:d2,10.0.0.50,10.0.0.2,6,2025-05-03T11:35:14.088621,normal
02:00:00:46:65:cb,02:00:00:e6:30:41,10.0.0.94,10.0.0.2,6,2025-05-03T11:35:14.089180,normal
02:00:00:b2:61:10,02:00:00:e9:7b:dd,10.0.0.62,10.0.0.2,6,2025-05-03T11:35:14.089756,normal
02:00:00:82:85:50,02:00:00:51:fb:5a,10.0.0.43,10.0.0.2,6,2025-05-03T11:35:14.090685,normal
02:00:00:95:c9:03,02:00:00:b4:5b:51,10.0.0.65,10.0.0.2,6,2025-05-03T11:35:14.091657,normal
02:00:00:e4:03:85,02:00:00:77:61:1d,10.0.0.98,10.0.0.2,6,2025-05-03T11:35:14.092226,normal
02:00:00:73:8f:4c,02:00:00:42:fa:20,10.0.0.18,10.0.0.2,6,2025-05-03T11:35:14.092770,normal
02:00:00:f7:2b:42,02:00:00:b6:81:31,10.0.0.64,10.0.0.2,6,2025-05-03T11:35:14.093636,normal
02:00:00:42:f1:6e,02:00:00:95:4e:0d,10.0.0.71,10.0.0.2,6,2025-05-03T11:35:14.094139,normal
02:00:00:4b:a3:d4,02:00:00:d9:27:88,10.0.0.20,10.0.0.2,6,2025-05-03T11:35:14.106197,normal
02:00:00:96:91:ad,02:00:00:5b:ad:69,10.0.0.50,10.0.0.2,6,2025-05-03T11:35:14.106745,normal
02:00:00:14:fe:98,02:00:00:4e:41:97,10.0.0.8,10.0.0.2,6,2025-05-03T11:35:14.107263,normal
02:00:00:1c:69:cf,02:00:00:bf:2c:ff,10.0.0.63,10.0.0.2,6,2025-05-03T11:35:14.107782,normal
02:00:00:a5:b5:b6,02:00:00:0c:30:6d,192.168.3.189,10.0.0.2,1,2025-05-03T11:35:14.108957,dos
02:00:00:34:5e:ea,02:00:00:20:bc:79,192.168.7.68,10.0.0.2,6,2025-05-03T11:35:14.109489,dos
02:00:00:2b:04:66,02:00:00:c0:2e:1e,192.168.2.212,10.0.0.2,6,2025-05-03T11:35:14.110035,dos
02:00:00:40:9c:19,02:00:00:c2:29:76,192.168.10.73,10.0.0.2,1,2025-05-03T11:35:14.110994,dos
02:00:00:e7:a1:3a,02:00:00:0c:d1:fd,192.168.5.168,10.0.0.2,6,2025-05-03T11:35:14.111526,dos
02:00:00:1a:60:d0,02:00:00:74:80:94,192.168.8.46,10.0.0.2,6,2025-05-03T11:35:14.123006,dos
02:00:00:8d:b6:03,02:00:00:53:cd:c8,192.168.6.63,10.0.0.2,1,2025-05-03T11:35:14.124133,dos
02:00:00:1a:9e:80,02:00:00:51:e3:eb,192.168.7.198,10.0.0.2,17,2025-05-03T11:35:14.124736,dos
02:00:00:82:b4:7b,02:00:00:89:bd:b6,192.168.2.28,10.0.0.2,1,2025-05-03T11:35:14.125633,dos
02:00:00:b2:ad:4a,02:00:00:03:6a:f4,192.168.6.246,10.0.0.2,17,2025-05-03T11:35:14.126170,dos
02:00:00:d3:75:fa,02:00:00:6a:b4:0c,192.168.2.212,10.0.0.2,6,2025-05-03T11:35:14.126707,dos
02:00:00:46:a4:b0,02:00:00:0f:5c:70,192.168.10.206,10.0.0.2,17,2025-05-03T11:35:14.127198,dos
02:00:00:dd:76:17,02:00:00:e5:f5:c2,192.168.6.239,10.0.0.2,6,2025-05-03T11:35:14.132282,dos
02:00:00:3d:b9:1b,02:00:00:6f:03:82,192.168.7.137,10.0.0.2,6,2025-05-03T11:35:14.133032,dos
02:00:00:dc:f4:22,02:00:00:0b:ad:9b,192.168.6.250,10.0.0.2,17,2025-05-03T11:35:14.133707,dos
02:00:00:9f:15:2a,02:00:00:e5:a4:14,192.168.5.131,10.0.0.2,1,2025-05-03T11:35:14.134737,dos
02:00:00:d5:9f:fe,02:00:00:55:43:37,192.168.3.9,10.0.0.2,6,2025-05-03T11:35:14.135305,dos
02:00:00:c3:ac:8d,02:00:00:d3:75:48,192.168.8.112,10.0.0.2,6,2025-05-03T11:35:14.135853,dos
02:00:00:c9:7c:79,02:00:00:eb:77:e0,192.168.7.212,10.0.0.2,6,2025-05-03T11:35:14.138574,dos
02:00:00:a9:f9:70,02:00:00:60:9d:22,192.168.3.165,10.0.0.2,17,2025-05-03T11:35:14.139153,dos
02:00:00:a2:1c:32,02:00:00:23:50:fc,192.168.4.140,10.0.0.2,6,2025-05-03T11:35:14.139871,dos
02:00:00:b2:c1:15,02:00:00:f5:1e:11,192.168.3.166,10.0.0.2,6,2025-05-03T11:35:14.140499,dos
02:00:00:21:15:c5,02:00:00:7d:96:79,192.168.8.222,10.0.0.2,1,2025-05-03T11:35:14.141576,dos
02:00:00:12:ac:bd,02:00:00:33:5b:cb,192.168.2.135,10.0.0.2,6,2025-05-03T11:35:14.142180,dos
02:00:00:ce:f5:28,02:00:00:92:5f:10,192.168.8.63,10.0.0.2,6,2025-05-03T11:35:14.142764,dos
02:00:00:d2:f9:9b,02:00:00:51:a3:b8,192.168.4.227,10.0.0.2,17,2025-05-03T11:35:14.150252,dos
02:00:00:01:5e:fc,02:00:00:00:5d:62,192.168.9.41,10.0.0.2,1,2025-05-03T11:35:14.151340,dos
02:00:00:c8:2b:2c,02:00:00:80:70:1a,192.168.8.248,10.0.0.2,6,2025-05-03T11:35:14.151959,dos
02:00:00:be:29:28,02:00:00:a5:dd:4c,192.168.7.172,10.0.0.2,6,2025-05-03T11:35:14.152487,dos
02:00:00:34:e4:db,02:00:00:1c:fa:7e,192.168.8.130,10.0.0.2,6,2025-05-03T11:35:14.153030,dos
02:00:00:50:b7:dd,02:00:00:d0:f5:a0,192.168.2.158,10.0.0.2,1,2025-05-03T11:35:14.154055,dos
02:00:00:6b:3a:d9,02:00:00:f2:a9:11,192.168.3.135,10.0.0.2,17,2025-05-03T11:35:14.154594,dos
02:00:00:e8:65:46,02:00:00:4b:fd:0e,192.168.6.62,10.0.0.2,1,2025-05-03T11:35:14.155747,dos
02:00:00:e9:0e:2d,02:00:00:06:80:94,192.168.5.212,10.0.0.2,1,2025-05-03T11:35:14.163109,dos
02:00:00:ca:49:0f,02:00:00:92:9d:5d,192.168.2.63,10.0.0.2,6,2025-05-03T11:35:14.165629,dos
02:00:00:b2:df:43,02:00:00:2f:59:78,192.168.10.244,10.0.0.2,6,2025-05-03T11:35:14.166303,dos
02:00:00:5c:01:26,02:00:00:cf:63:e5,192.168.9.201,10.0.0.2,17,2025-05-03T11:35:14.166868,dos
02:00:00:75:59:f2,02:00:00:27:f7:0a,192.168.7.215,10.0.0.2,6,2025-05-03T11:35:14.167396,dos
02:00:00:7f:71:15,02:00:00:02:6b:0d,192.168.5.121,10.0.0.2,6,2025-05-03T11:35:14.167964,dos
02:00:00:b3:9f:5b,02:00:00:45:66:90,192.168.3.94,10.0.0.2,17,2025-05-03T11:35:14.168479,dos
02:00:00:01:cc:56,02:00:00:94:44:66,192.168.5.151,10.0.0.2,1,2025-05-03T11:35:14.169523,dos
02:00:00:1e:14:d6,02:00:00:8a:ff:e3,192.168.8.15,10.0.0.2,6,2025-05-03T11:35:14.170088,dos
02:00:00:cc:23:e3,02:00:00:23:67:6d,192.168.3.149,10.0.0.2,17,2025-05-03T11:35:14.170592,dos
02:00:00:18:ce:57,02:00:00:82:2e:03,192.168.6.35,10.0.0.2,17,2025-05-03T11:35:14.171934,dos
02:00:00:a5:7a:26,02:00:00:62:29:dc,192.168.6.73,10.0.0.2,1,2025-05-03T11:35:14.172925,dos
02:00:00:5d:ba:53,02:00:00:c8:9d:f4,192.168.5.158,10.0.0.2,6,2025-05-03T11:35:14.173536,dos
02:00:00:1b:ed:46,02:00:00:6c:d5:14,192.168.4.23,10.0.0.2,17,2025-05-03T11:35:14.174116,dos
02:00:00:93:4e:2c,02:00:00:0e:71:ec,192.168.6.120,10.0.0.2,6,2025-05-03T11:35:14.174634,dos
02:00:00:0a:e4:b2,02:00:00:0f:2d:05,192.168.6.46,10.0.0.2,1,2025-05-03T11:35:14.175598,dos
02:00:00:0a:1a:3c,02:00:00:87:c3:39,192.168.3.253,10.0.0.2,17,2025-05-03T11:35:14.176175,dos
02:00:00:93:51:b7,02:00:00:27:88:49,192.168.8.204,10.0.0.2,6,2025-05-03T11:35:14.176728,dos
02:00:00:f3:56:72,02:00:00:c1:b2:38,192.168.10.45,10.0.0.2,6,2025-05-03T11:35:14.177255,dos
02:00:00:25:da:2a,02:00:00:dd:89:6d,192.168.6.241,10.0.0.2,6,2025-05-03T11:35:14.177784,dos
02:00:00:7b:7f:2a,02:00:00:76:b7:35,192.168.1.15,10.0.0.2,6,2025-05-03T11:35:14.178401,dos
02:00:00:f9:9b:a3,02:00:00:b9:a9:73,192.168.3.211,10.0.0.2,1,2025-05-03T11:35:14.179412,dos
02:00:00:21:84:30,02:00:00:a5:fc:18,192.168.2.99,10.0.0.2,1,2025-05-03T11:35:14.180362,dos
02:00:00:1b:b9:a0,02:00:00:73:42:42,192.168.6.206,10.0.0.2,6,2025-05-03T11:35:14.181126,dos
02:00:00:67:9e:52,02:00:00:45:bf:6e,192.168.9.107,10.0.0.2,6,2025-05-03T11:35:14.181727,dos
02:00:00:98:fd:8e,02:00:00:58:23:86,192.168.4.122,10.0.0.2,1,2025-05-03T11:35:14.183046,dos
02:00:00:ce:58:b4,02:00:00:5b:ab:b9,192.168.8.76,10.0.0.2,17,2025-05-03T11:35:14.183601,dos
02:00:00:76:16:cf,02:00:00:ac:18:ee,192.168.1.247,10.0.0.2,17,2025-05-03T11:35:14.185037,dos
02:00:00:cd:47:ea,02:00:00:c2:e3:24,192.168.9.189,10.0.0.2,6,2025-05-03T11:35:14.185600,dos
02:00:00:60:dc:14,02:00:00:91:7b:ea,192.168.6.88,10.0.0.2,17,2025-05-03T11:35:14.186155,dos
02:00:00:15:2f:33,02:00:00:e3:3f:f5,192.168.4.14,10.0.0.2,6,2025-05-03T11:35:14.186903,dos
02:00:00:f7:97:ea,02:00:00:62:75:fa,192.168.5.38,10.0.0.2,17,2025-05-03T11:35:14.187456,dos
02:00:00:c6:0c:89,02:00:00:5d:02:b6,192.168.8.160,10.0.0.2,17,2025-05-03T11:35:14.187997,dos
02:00:00:0d:c9:5e,02:00:00:52:c5:b0,192.168.10.2,10.0.0.2,6,2025-05-03T11:35:14.188515,dos
02:00:00:bf:70:89,02:00:00:fd:7f:a2,192.168.6.21,10.0.0.2,6,2025-05-03T11:35:14.189031,dos
02:00:00:f1:ba:a8,02:00:00:96:cf:fe,192.168.2.65,10.0.0.2,17,2025-05-03T11:35:14.190066,dos
02:00:00:b4:bf:09,02:00:00:25:1b:74,192.168.10.226,10.0.0.2,1,2025-05-03T11:35:14.191064,dos
02:00:00:bb:5d:94,02:00:00:9b:4c:50,192.168.1.203,10.0.0.2,6,2025-05-03T11:35:14.191680,dos
02:00:00:fa:2d:6d,02:00:00:c6:9e:0c,192.168.5.164,10.0.0.2,1,2025-05-03T11:35:14.192674,dos
02:00:00:ad:99:32,02:00:00:c9:61:2e,192.168.9.37,10.0.0.2,17,2025-05-03T11:35:14.193188,dos
02:00:00:f0:f2:fa,02:00:00:ba:58:43,192.168.3.196,10.0.0.2,1,2025-05-03T11:35:14.194131,dos
02:00:00:8c:4e:b0,02:00:00:40:91:92,192.168.1.252,10.0.0.2,1,2025-05-03T11:35:14.195114,dos
